#slamdunk v0.2.4	3	sample info:	chase_6h_R2_34523	40	chase	360
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.00521376433785	21.9364555152	61	2877	15	287	15	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	0.45860185746	72	52	0	6	0	6	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0.0	0.22930092873	72	23	0	3	0	3	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.00263620386643	8.71343529174	77	1138	3	114	3	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.0196163905841	19.1848443704	59	2294	45	251	38	1	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0	1.98727471566	69	291	0	26	0	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0.0	0.38216821455	75	65	0	5	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0.0	0.99363735783	73	169	0	13	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0	0	82	0	0	0	0	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.00942760942761	9.9363735783	84	1485	14	130	15	88	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0112912565142	20.7899508715	95	3454	39	272	30	167	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.0100192678227	134.75251245	81	20760	208	1763	167	0	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0180457746479	15.5160295107	65	2272	41	203	33	1	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.0	15.5160295107	69	2274	0	203	0	0	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0	0	98	0	0	0	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0	0	64	0	0	0	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0	0.61146914328	82	162	0	8	0	0	-1.0	-1.0
chr2	132750804	132751055	1110034G24Rik	251	+	0.0	4.43315128878	80	606	0	58	0	0	-1.0	-1.0
chr9	64053850	64054100	1110036E04Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr4	11527323	11527573	1110037F02Rik	250	+	0.0	1.91084107275	105	261	0	25	0	0	-1.0	-1.0
chr4	11549630	11549884	1110037F02Rik	254	+	0.00893697083725	13.3758875092	74	2126	19	175	19	0	-1.0	-1.0
chr4	11550893	11551143	1110037F02Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr15	76950480	76950979	1110038F14Rik	499	+	0.00256602159735	64.3571273302	148	9353	24	842	17	420	-1.0	-1.0
chr13	33959931	33960181	1110046J04Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr16	21805875	21806125	1300002E11Rik	250	+	0.029520295203	1.60510650111	79	271	8	21	8	0	-1.0	-1.0
chr16	21808789	21809039	1300002E11Rik	250	+	0.0	1.45223921529	60	138	0	19	0	2	-1.0	-1.0
chr10	83762041	83762294	1500009L16Rik	253	+	0.013716525147	11.7707810081	71	1531	21	154	17	54	-1.0	-1.0
chr10	83762511	83762762	1500009L16Rik	251	+	0.0240756663801	12.5351174372	86	2326	56	164	46	0	-1.0	-1.0
chr7	75318235	75318485	1500012K07Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr7	75331169	75331419	1500012K07Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr18	61728003	61728253	1500015A07Rik	250	+	0.0	2.52231021603	79	314	0	33	0	0	-1.0	-1.0
chr19	20422535	20422785	1500015L24Rik	250	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chr1	43742314	43742564	1500015O10Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr10	89700616	89700866	1500026H17Rik	250	+	0	0	91	0	0	0	0	0	-1.0	-1.0
chr10	80174864	80175119	1600002K03Rik	255	+	0.0064043915828	15.4395958678	57	2186	14	202	14	0	-1.0	-1.0
chr17	14944679	14944990	1600012H06Rik	311	+	0.00117785630153	6.80259421899	99	849	1	89	1	1	-1.0	-1.0
chr17	14945688	14945939	1600012H06Rik	251	+	0.0027027027027	6.03825778989	89	1110	3	79	3	0	-1.0	-1.0
chr7	38196342	38196595	1600014C10Rik	253	+	0.00291828793774	6.72616057608	83	1028	3	88	3	0	-1.0	-1.0
chr7	38197315	38197565	1600014C10Rik	250	+	0.0	0.30573457164	73	52	0	4	0	0	-1.0	-1.0
chr6	48933437	48933687	1600015I10Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr6	86564199	86564449	1600020E01Rik	250	+	0.0102040816327	3.66881485968	79	392	4	48	4	0	-1.0	-1.0
chrX	56320414	56320664	1600025M17Rik	250	+	0	0	61	0	0	0	0	0	-1.0	-1.0
chr9	58208558	58208808	1600029O15Rik	250	+	0.0	2.44587657312	56	253	0	32	0	26	-1.0	-1.0
chr5	30483837	30484087	1700001C02Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr18	17137309	17137559	1700001G01Rik	250	+	0	0	57	0	0	0	0	0	-1.0	-1.0
chr13	68613981	68614231	1700001L19Rik	250	+	0	0	92	0	0	0	0	0	-1.0	-1.0
chr6	83162725	83162975	1700003E16Rik	250	+	0	0	43	0	0	0	0	0	-1.0	-1.0
chr2	154549798	154550048	1700003F12Rik	250	+	0	0	37	0	0	0	0	0	-1.0	-1.0
chr1	56019953	56020203	1700003I22Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr16	12848403	12848653	1700003L19Rik	250	+	0	0	65	0	0	0	0	0	-1.0	-1.0
chr13	118588379	118588629	1700003P14Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr11	101992014	101992264	1700006E09Rik	250	+	0	0	63	0	0	0	0	0	-1.0	-1.0
chr14	119751314	119751564	1700006F04Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr13	107691918	107692168	1700006H21Rik	250	+	0	0	59	0	0	0	0	0	-1.0	-1.0
chr8	75984257	75984507	1700007B14Rik	250	+	0	0	77	0	0	0	0	0	-1.0	-1.0
chr5	98801769	98802019	1700007G11Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr1	187127602	187127852	1700007P06Rik	250	+	0	0	63	0	0	0	0	0	-1.0	-1.0
chr10	77895861	77896111	1700009J07Rik	250	+	0	0	49	0	0	0	0	0	-1.0	-1.0
chr4	39451528	39451778	1700009N14Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr2	173721836	173722086	1700010B08Rik	250	+	0	0	90	0	0	0	0	0	-1.0	-1.0
chr17	9008069	9008319	1700010I14Rik	250	+	0.0	0.61146914328	93	125	0	8	0	0	-1.0	-1.0
chr10	112785349	112785599	1700010J16Rik	250	+	0	0	87	0	0	0	0	0	-1.0	-1.0
chr16	66664376	66664626	1700010K23Rik	250	+	0	0	68	0	0	0	0	0	-1.0	-1.0
chr13	35187764	35188014	1700011B04Rik	250	+	0	0	61	0	0	0	0	0	-1.0	-1.0
chr7	72027067	72027317	1700011C11Rik	250	+	0	0	66	0	0	0	0	0	-1.0	-1.0
chr18	57730815	57731065	1700011I03Rik	250	+	0	0	46	0	0	0	0	0	-1.0	-1.0
chr6	32058665	32058915	1700012A03Rik	250	+	0	0	50	0	0	0	0	0	-1.0	-1.0
chr6	30463063	30463313	1700012C14Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr10	127668601	127668851	1700012D01Rik	250	+	0.0	1.14650464365	79	234	0	15	0	0	-1.0	-1.0
chr15	67376844	67377094	1700012I11Rik	250	+	0	0	71	0	0	0	0	0	-1.0	-1.0
chr3	108544447	108544697	1700013F07Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr4	137455211	137455461	1700013G24Rik	250	+	0	0	55	0	0	0	0	0	-1.0	-1.0
chr1	177753055	177753305	1700016C15Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr11	76003319	76003569	1700016K19Rik	250	+	0	0	52	0	0	0	0	0	-1.0	-1.0
chr10	14758769	14759019	1700016L04Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr1	80475410	80475660	1700016L21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr6	13415746	13415996	1700016P04Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr2	168978656	168978906	1700017J07Rik	250	+	0.0	0.45860185746	67	66	0	6	0	0	-1.0	-1.0
chr5	77468607	77468857	1700017L05Rik	250	+	0	0	49	0	0	0	0	0	-1.0	-1.0
chr10	100618141	100618391	1700017N19Rik	250	+	0	0	70	0	0	0	0	0	-1.0	-1.0
chr5	145045428	145045678	1700018F24Rik	250	+	0	0	82	0	0	0	0	0	-1.0	-1.0
chr8	3486928	3487178	1700019B03Rik	250	+	0	0	55	0	0	0	0	0	-1.0	-1.0
chr2	45698197	45698447	1700019E08Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr2	130405824	130406074	1700020A23Rik	250	+	0	0	59	0	0	0	0	0	-1.0	-1.0
chrY	207539	207789	1700020D14Rik	250	+	0	0	68	0	0	0	0	0	-1.0	-1.0
chr2	119600494	119600744	1700020I14Rik	250	+	0.0139634801289	5.88539050407	82	931	13	77	8	2	-1.0	-1.0
chr11	83440982	83441232	1700020L24Rik	250	+	0.0	0.15286728582	65	13	0	2	0	2	-1.0	-1.0
chr10	21622126	21622376	1700020N01Rik	250	+	0.0486891385768	1.75797378693	80	267	13	23	9	0	-1.0	-1.0
