#slamdunk v0.2.4	3	sample info:	chase_24h_R1_34528	45	chase	1440
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.00436935624818	29.3043555714	61	3433	15	329	15	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	0.0890709895787	72	11	0	1	0	1	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.0	8.55081499955	77	1101	0	96	0	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.000574712643678	17.6360559366	59	1740	1	198	1	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0	6.05682729135	69	716	0	68	0	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0	0.0890709895787	82	5	0	1	0	1	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0.0	0.356283958315	53	40	0	4	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.00238379022646	6.41311124967	84	839	2	72	1	61	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0	28.5917876548	95	4406	0	321	0	87	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.000501002004008	123.274249577	81	15968	8	1384	8	0	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0	9.44152489534	65	1127	0	106	0	0	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.00093023255814	24.6726641133	69	3225	3	277	3	0	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0.0	0.979780885366	98	132	0	11	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0	0	64	0	0	0	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0	0.178141979157	82	4	0	2	0	2	-1.0	-1.0
