#slamdunk v0.2.4	3	sample info:	chase_1h_R2_34517	34	chase	60
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.0334464372273	23.6373635685	61	2063	69	195	53	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	0.848520743484	72	51	0	7	0	7	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.0306278713629	7.51546944228	77	653	20	62	17	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.0166414523449	18.9098908548	59	1322	22	156	21	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0492610837438	2.30312773231	69	203	10	19	7	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0	0	82	0	0	0	0	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0.0	0.121217249069	53	2	0	1	0	1	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0205655526992	8.36399018577	84	778	16	69	16	56	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0280991735537	22.4251910778	95	2420	68	185	51	115	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.0228947159946	130.914628995	81	12623	289	1080	259	1	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0406015037594	14.9097216355	65	1330	54	123	40	0	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.0122399020808	27.1526637915	69	2451	30	224	29	1	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0.0	0.121217249069	98	13	0	1	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0.0	0.242434498138	64	24	0	2	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0	0.363651747207	82	48	0	3	0	0	-1.0	-1.0
chr2	132750804	132751055	1110034G24Rik	251	+	0.0116279069767	5.57599345718	80	516	6	46	6	0	-1.0	-1.0
chr9	64053850	64054100	1110036E04Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr4	11527323	11527573	1110037F02Rik	250	+	0.02331002331	4.00016921928	105	429	10	33	13	0	-1.0	-1.0
chr4	11549630	11549884	1110037F02Rik	254	+	0.0213032581454	9.09129368018	74	798	17	75	14	0	-1.0	-1.0
chr4	11550893	11551143	1110037F02Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr15	76950480	76950979	1110038F14Rik	499	+	0.0200752823087	56.6084553153	148	5579	112	467	107	194	-1.0	-1.0
chr13	33959931	33960181	1110046J04Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr16	21805875	21806125	1300002E11Rik	250	+	0.021978021978	2.54556223045	79	273	6	21	5	0	-1.0	-1.0
chr16	21808789	21809039	1300002E11Rik	250	+	0.0595238095238	1.69704148697	60	84	5	14	4	5	-1.0	-1.0
chr10	83762041	83762294	1500009L16Rik	253	+	0.0268310369833	15.5158078808	71	1379	37	128	36	49	-1.0	-1.0
chr10	83762511	83762762	1500009L16Rik	251	+	0.0225080385852	13.3338973976	86	1555	35	110	28	0	-1.0	-1.0
chr7	75318235	75318485	1500012K07Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr7	75331169	75331419	1500012K07Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr18	61728003	61728253	1500015A07Rik	250	+	0.0093023255814	2.18191048324	79	215	2	18	2	0	-1.0	-1.0
chr19	20422535	20422785	1500015L24Rik	250	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chr1	43742314	43742564	1500015O10Rik	250	+	0.0	0.727303494414	67	68	0	6	0	0	-1.0	-1.0
chr10	89700616	89700866	1500026H17Rik	250	+	0	0	91	0	0	0	0	0	-1.0	-1.0
chr10	80174864	80175119	1600002K03Rik	255	+	0.0172811059908	10.3034661709	57	868	15	85	16	0	-1.0	-1.0
chr17	14944679	14944990	1600012H06Rik	311	+	0.0347432024169	8.72764193297	99	662	23	72	22	0	-1.0	-1.0
chr17	14945688	14945939	1600012H06Rik	251	+	0.0232558139535	8.72764193297	89	989	23	72	23	0	-1.0	-1.0
chr7	38196342	38196595	1600014C10Rik	253	+	0.0243407707911	5.57599345718	83	493	12	46	10	0	-1.0	-1.0
chr7	38197315	38197565	1600014C10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr6	48933437	48933687	1600015I10Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr6	86564199	86564449	1600020E01Rik	250	+	0.0236966824645	3.87895197021	79	211	5	32	5	4	-1.0	-1.0
chrX	56320414	56320664	1600025M17Rik	250	+	0	0	61	0	0	0	0	0	-1.0	-1.0
chr9	58208558	58208808	1600029O15Rik	250	+	0.0	2.54556223045	56	154	0	21	0	21	-1.0	-1.0
chr5	30483837	30484087	1700001C02Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr18	17137309	17137559	1700001G01Rik	250	+	0	0	57	0	0	0	0	0	-1.0	-1.0
chr13	68613981	68614231	1700001L19Rik	250	+	0	0	92	0	0	0	0	0	-1.0	-1.0
chr6	83162725	83162975	1700003E16Rik	250	+	0	0	43	0	0	0	0	0	-1.0	-1.0
chr2	154549798	154550048	1700003F12Rik	250	+	0	0	37	0	0	0	0	0	-1.0	-1.0
chr1	56019953	56020203	1700003I22Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr16	12848403	12848653	1700003L19Rik	250	+	0	0	65	0	0	0	0	0	-1.0	-1.0
chr13	118588379	118588629	1700003P14Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr11	101992014	101992264	1700006E09Rik	250	+	0	0	63	0	0	0	0	0	-1.0	-1.0
chr14	119751314	119751564	1700006F04Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr13	107691918	107692168	1700006H21Rik	250	+	0	0	59	0	0	0	0	0	-1.0	-1.0
chr8	75984257	75984507	1700007B14Rik	250	+	0	0	77	0	0	0	0	0	-1.0	-1.0
