#slamdunk v0.2.4	3	sample info:	chase_6h_R1_34522	39	chase	360
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.0115445859873	19.6258831845	61	2512	29	248	29	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	1.18704938616	72	121	0	15	0	15	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0.0	0.158273251488	72	18	0	2	0	2	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.0	9.97121484375	77	1395	0	126	0	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.0174157303371	17.8848774182	59	1780	31	226	28	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0	3.00719177827	69	356	0	38	0	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0.0	0.0791366257441	75	16	0	1	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0	0.158273251488	82	10	0	2	0	2	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0.0	0.0791366257441	53	9	0	1	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0182149362477	11.1582642299	84	1647	30	141	27	114	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.00975383186252	25.1654469866	95	4306	42	318	24	151	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.00924665305196	119.100621745	81	17628	163	1505	156	0	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0133835215391	17.0935111607	65	2391	32	216	32	1	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.0073786407767	18.3596971726	69	2575	19	232	15	1	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0	0	98	0	0	0	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0	0	64	0	0	0	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0	0.553956380208	82	72	0	7	0	0	-1.0	-1.0
chr2	132750804	132751055	1110034G24Rik	251	+	0.00510204081633	2.61150864955	80	392	2	33	2	0	-1.0	-1.0
chr9	64053850	64054100	1110036E04Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr4	11527323	11527573	1110037F02Rik	250	+	0.0	2.05755226935	105	249	0	26	0	0	-1.0	-1.0
chr4	11549630	11549884	1110037F02Rik	254	+	0.00528401585205	9.97121484375	74	1514	8	126	8	0	-1.0	-1.0
chr4	11550893	11551143	1110037F02Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr15	76950480	76950979	1110038F14Rik	499	+	0.00367309458219	52.9424026228	148	7623	28	669	25	329	-1.0	-1.0
chr13	33959931	33960181	1110046J04Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr16	21805875	21806125	1300002E11Rik	250	+	0.021978021978	1.66186914063	79	273	6	21	6	1	-1.0	-1.0
chr16	21808789	21809039	1300002E11Rik	250	+	0.00243309002433	4.19424116444	60	411	1	53	1	13	-1.0	-1.0
chr10	83762041	83762294	1500009L16Rik	253	+	0.0119873817035	11.8704938616	71	1585	19	150	15	63	-1.0	-1.0
chr10	83762511	83762762	1500009L16Rik	251	+	0.00115273775216	9.73380496652	86	1735	2	123	2	0	-1.0	-1.0
chr7	75318235	75318485	1500012K07Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr7	75331169	75331419	1500012K07Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr18	61728003	61728253	1500015A07Rik	250	+	0.0	3.64028478423	79	537	0	46	0	3	-1.0	-1.0
chr19	20422535	20422785	1500015L24Rik	250	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chr1	43742314	43742564	1500015O10Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr10	89700616	89700866	1500026H17Rik	250	+	0	0	91	0	0	0	0	0	-1.0	-1.0
