#slamdunk v0.2.4	3	sample info:	chase_0.5h_R3_34515	32	chase	30
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.0186020293123	22.6106950728	61	1774	33	169	33	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0178571428571	0.802746570633	72	56	1	6	1	6	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0.0	0.936537665739	72	42	0	7	0	7	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.00913242009132	2.54203080701	77	219	2	19	2	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.0200764818356	16.0549314127	59	1046	21	120	21	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.03125	0.401373285317	69	32	1	3	1	1	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0.0	0.267582190211	73	26	0	2	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0	0.133791095106	82	11	0	1	0	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0105900151286	7.89367461123	84	661	7	59	7	42	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0368574199806	10.0343321329	95	1031	38	75	30	42	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.0248600223964	54.0516024226	81	4465	111	404	97	0	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0221752903907	11.7736163693	65	947	21	88	18	0	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.030591775326	22.878277263	69	1994	61	171	55	1	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0.133333333333	0.401373285317	98	45	6	3	3	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0	0	64	0	0	0	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0508474576271	0.535164380422	82	59	3	4	3	0	-1.0	-1.0
chr2	132750804	132751055	1110034G24Rik	251	+	0.0172413793103	2.00686642658	80	174	3	15	3	0	-1.0	-1.0
chr9	64053850	64054100	1110036E04Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr4	11527323	11527573	1110037F02Rik	250	+	0.0172413793103	2.14065752169	105	174	3	16	3	0	-1.0	-1.0
chr4	11549630	11549884	1110037F02Rik	254	+	0.0281124497992	2.27444861679	74	249	7	17	6	0	-1.0	-1.0
chr4	11550893	11551143	1110037F02Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr15	76950480	76950979	1110038F14Rik	499	+	0.0261569416499	34.5181025372	148	2982	78	258	75	144	-1.0	-1.0
chr13	33959931	33960181	1110046J04Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr16	21805875	21806125	1300002E11Rik	250	+	0.0248962655602	2.67582190211	79	241	6	20	6	0	-1.0	-1.0
