#slamdunk v0.2.4	3	sample info:	chase_1h_R1_34516	33	chase	60
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.0280065897858	19.4040007052	61	2428	68	233	57	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	0.66623178387	72	83	0	8	0	8	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.00703399765533	6.57903886571	77	853	6	79	8	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.0262593783494	18.4879320024	59	1866	49	222	46	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0408163265306	2.5816481625	69	343	14	31	9	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0735294117647	0.582952810886	82	136	10	7	6	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0455635491607	8.91085010926	84	1251	57	107	42	76	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0208333333333	23.9843442193	95	4080	85	288	82	145	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.0200213393586	113.675798123	81	15933	319	1365	287	0	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0173913043478	17.6551422725	65	2415	42	212	42	4	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.0236861584012	20.9030222189	69	2702	64	251	65	9	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0.0	0.166557945967	98	22	0	2	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0.047619047619	0.499673837902	64	42	2	6	2	3	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.00492610837438	1.08262664879	82	203	1	13	1	0	-1.0	-1.0
chr2	132750804	132751055	1110034G24Rik	251	+	0.0213903743316	1.24918459476	80	187	4	15	3	0	-1.0	-1.0
chr9	64053850	64054100	1110036E04Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr4	11527323	11527573	1110037F02Rik	250	+	0.0139664804469	2.41509021653	105	358	5	29	7	0	-1.0	-1.0
chr4	11549630	11549884	1110037F02Rik	254	+	0.0128205128205	9.41052394716	74	1326	17	113	12	0	-1.0	-1.0
chr4	11550893	11551143	1110037F02Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr15	76950480	76950979	1110038F14Rik	499	+	0.0223754233188	60.8769292511	148	8268	185	731	167	369	-1.0	-1.0
chr13	33959931	33960181	1110046J04Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr16	21805875	21806125	1300002E11Rik	250	+	0.0288659793814	3.16460097338	79	485	14	38	12	0	-1.0	-1.0
chr16	21808789	21809039	1300002E11Rik	250	+	0.0162601626016	2.33181124354	60	246	4	28	4	2	-1.0	-1.0
chr10	83762041	83762294	1500009L16Rik	253	+	0.0171635049684	9.7436398391	71	1107	19	117	18	28	-1.0	-1.0
chr10	83762511	83762762	1500009L16Rik	251	+	0.0279787747226	12.3252880016	86	2073	58	148	48	0	-1.0	-1.0
chr7	75318235	75318485	1500012K07Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr7	75331169	75331419	1500012K07Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr18	61728003	61728253	1500015A07Rik	250	+	0.0	1.16590562177	79	145	0	14	0	0	-1.0	-1.0
chr19	20422535	20422785	1500015L24Rik	250	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chr1	43742314	43742564	1500015O10Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr10	89700616	89700866	1500026H17Rik	250	+	0	0	91	0	0	0	0	0	-1.0	-1.0
chr10	80174864	80175119	1600002K03Rik	255	+	0.0136823319453	13.4079146504	57	1681	23	161	23	0	-1.0	-1.0
chr17	14944679	14944990	1600012H06Rik	311	+	0.019120458891	8.41117627136	99	1046	20	101	15	1	-1.0	-1.0
chr17	14945688	14945939	1600012H06Rik	251	+	0.0197183098592	4.5803435141	89	710	14	55	14	1	-1.0	-1.0
chr7	38196342	38196595	1600014C10Rik	253	+	0.0142857142857	7.57838654152	83	980	14	91	14	0	-1.0	-1.0
chr7	38197315	38197565	1600014C10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr6	48933437	48933687	1600015I10Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr6	86564199	86564449	1600020E01Rik	250	+	0.0	1.49902151371	79	111	0	18	0	1	-1.0	-1.0
chrX	56320414	56320664	1600025M17Rik	250	+	0	0	61	0	0	0	0	0	-1.0	-1.0
chr9	58208558	58208808	1600029O15Rik	250	+	0.0	1.24918459476	56	129	0	15	0	12	-1.0	-1.0
chr5	30483837	30484087	1700001C02Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr18	17137309	17137559	1700001G01Rik	250	+	0	0	57	0	0	0	0	0	-1.0	-1.0
chr13	68613981	68614231	1700001L19Rik	250	+	0	0	92	0	0	0	0	0	-1.0	-1.0
chr6	83162725	83162975	1700003E16Rik	250	+	0.0	0.166557945967	43	12	0	2	0	0	-1.0	-1.0
chr2	154549798	154550048	1700003F12Rik	250	+	0.0	0.749510756853	37	43	0	9	0	0	-1.0	-1.0
chr1	56019953	56020203	1700003I22Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr16	12848403	12848653	1700003L19Rik	250	+	0	0	65	0	0	0	0	0	-1.0	-1.0
chr13	118588379	118588629	1700003P14Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr11	101992014	101992264	1700006E09Rik	250	+	0	0	63	0	0	0	0	0	-1.0	-1.0
chr14	119751314	119751564	1700006F04Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr13	107691918	107692168	1700006H21Rik	250	+	0	0	59	0	0	0	0	0	-1.0	-1.0
chr8	75984257	75984507	1700007B14Rik	250	+	0	0	77	0	0	0	0	0	-1.0	-1.0
chr5	98801769	98802019	1700007G11Rik	250	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr1	187127602	187127852	1700007P06Rik	250	+	0	0	63	0	0	0	0	0	-1.0	-1.0
chr10	77895861	77896111	1700009J07Rik	250	+	0	0	49	0	0	0	0	0	-1.0	-1.0
chr4	39451528	39451778	1700009N14Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr2	173721836	173722086	1700010B08Rik	250	+	0.0	0.166557945967	90	26	0	2	0	0	-1.0	-1.0
chr17	9008069	9008319	1700010I14Rik	250	+	0.0	0.0832789729837	93	6	0	1	0	0	-1.0	-1.0
chr10	112785349	112785599	1700010J16Rik	250	+	0	0	87	0	0	0	0	0	-1.0	-1.0
chr16	66664376	66664626	1700010K23Rik	250	+	0	0	68	0	0	0	0	0	-1.0	-1.0
chr13	35187764	35188014	1700011B04Rik	250	+	0	0	61	0	0	0	0	0	-1.0	-1.0
chr7	72027067	72027317	1700011C11Rik	250	+	0	0	66	0	0	0	0	0	-1.0	-1.0
chr18	57730815	57731065	1700011I03Rik	250	+	0	0	46	0	0	0	0	0	-1.0	-1.0
chr6	32058665	32058915	1700012A03Rik	250	+	0	0	50	0	0	0	0	0	-1.0	-1.0
chr6	30463063	30463313	1700012C14Rik	250	+	0.0	0.499673837902	76	78	0	6	0	0	-1.0	-1.0
chr10	127668601	127668851	1700012D01Rik	250	+	0.0299401197605	1.08262664879	79	167	5	13	5	0	-1.0	-1.0
chr15	67376844	67377094	1700012I11Rik	250	+	0	0	71	0	0	0	0	0	-1.0	-1.0
chr3	108544447	108544697	1700013F07Rik	250	+	0	0	67	0	0	0	0	0	-1.0	-1.0
chr4	137455211	137455461	1700013G24Rik	250	+	0	0	55	0	0	0	0	0	-1.0	-1.0
chr1	177753055	177753305	1700016C15Rik	250	+	0	0	76	0	0	0	0	0	-1.0	-1.0
chr11	76003319	76003569	1700016K19Rik	250	+	0	0	52	0	0	0	0	0	-1.0	-1.0
chr10	14758769	14759019	1700016L04Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr1	80475410	80475660	1700016L21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr6	13415746	13415996	1700016P04Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr2	168978656	168978906	1700017J07Rik	250	+	0.0	0.416394864919	67	34	0	5	0	0	-1.0	-1.0
chr5	77468607	77468857	1700017L05Rik	250	+	0	0	49	0	0	0	0	0	-1.0	-1.0
