#slamdunk v0.2.4	3	sample info:	chase_24h_R3_34530	47	chase	1440
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.00121261115602	19.9243056032	61	2474	3	244	3	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.00819672131148	1.0615408723	72	122	1	13	1	13	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0.0	0.408284950886	72	45	0	5	0	5	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.0	7.10415814542	77	978	0	87	0	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.000410004100041	23.4355561809	59	2439	1	287	1	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0	4.89941941063	69	696	0	60	0	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0	0.408284950886	82	55	0	5	0	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0.0	0.571598931241	53	70	0	7	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0	10.2071237722	84	1508	0	125	0	94	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0	20.0876195836	95	3464	0	246	0	111	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.00106095679012	145.267785525	81	20736	22	1779	22	5	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0	11.4319786248	65	1513	0	140	0	0	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.00655347036044	24.7420680237	69	3357	22	303	22	1	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
chr6	13896171	13896421	1110019D14Rik	250	+	0.0	0.89822689195	98	113	0	11	0	0	-1.0	-1.0
chr8	106594570	106594820	1110028F18Rik	250	+	0.0	0.244970970532	64	36	0	3	0	0	-1.0	-1.0
chr3	68871913	68872163	1110032F04Rik	250	+	0.0	1.14319786248	82	247	0	14	0	0	-1.0	-1.0
