#slamdunk v0.2.4	3	sample info:	chase_1h_R3_34518	35	chase	60
#annotation:	170614custom_mESCannotation_counting_Thomas.bed	5a451868b8f3be84e2040f5872bce883
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr18	38262373	38262629	0610009O20Rik	256	+	0.0247461928934	23.5326806129	61	3152	78	311	60	0	-1.0	-1.0
chr2	175656519	175656769	0610010B08Rik	250	+	0.0	0.151335566643	72	23	0	2	0	2	-1.0	-1.0
chr2	175754078	175754328	0610010B08Rik	250	+	0	0	72	0	0	0	0	0	-1.0	-1.0
chr6	72352897	72353160	0610030E20Rik	263	+	0.0252206809584	5.59941596578	77	793	20	74	18	0	-1.0	-1.0
chr4	107896865	107897117	0610037L13Rik	252	+	0.014064697609	18.7656102637	59	2133	30	248	30	0	-1.0	-1.0
chr4	107897552	107897803	0610037L13Rik	251	+	0.0174672489083	1.66469123307	69	229	4	22	4	0	-1.0	-1.0
chr8	77518328	77518578	0610038B21Rik	250	+	0	0	75	0	0	0	0	0	-1.0	-1.0
chr2	163645550	163645800	0610039K10Rik	250	+	0	0	73	0	0	0	0	0	-1.0	-1.0
chr5	63899369	63899619	0610040J01Rik	250	+	0.0	0.151335566643	82	20	0	2	0	0	-1.0	-1.0
chr4	101398935	101399185	0610043K17Rik	250	+	0	0	53	0	0	0	0	0	-1.0	-1.0
chr7	116104427	116104681	1110004F10Rik	254	+	0.0148992112182	7.86944946542	84	1141	17	104	17	82	-1.0	-1.0
chr7	116104957	116105210	1110004F10Rik	253	+	0.0292899408284	18.4629391304	95	3380	99	244	78	125	-1.0	-1.0
chr2	156873310	156873562	1110008F13Rik	252	+	0.0236523973603	110.172292516	81	17123	405	1456	364	2	-1.0	-1.0
chr12	55382238	55382495	1110008L16Rik	257	+	0.0174159578777	17.5549257306	65	2469	43	232	43	4	-1.0	-1.0
chrX	70389160	70389418	1110012L19Rik	258	+	0.0202558635394	24.2893584462	69	3752	76	321	65	6	-1.0	-1.0
chr3	4814661	4814911	1110015O18Rik	250	+	0	0	93	0	0	0	0	0	-1.0	-1.0
