"","d","tau","tau_all","mu1","mu2","points","d.min","d.max"
"chr18-38262373-38262629",0.111585684749645,8.96172302247919,11.4024817805717,182.46538901481,52.2308124695989,"0-12",0.0725424987130419,0.151103587042901
"chr7-116104957-116105210",0.171743874958503,5.82262395233381,5.26270676676755,189.984091661251,75.7437696485724,"0-12",0.131207186233407,0.213320811910392
"chr2-156873310-156873562",0.22835405395123,4.37916464672693,6.13129419483251,1146.32079973451,384.505478755404,"0-12",0.194167802615211,0.262602486538532
"chrX-70389160-70389418",0.287261422502072,3.48114964860201,8.77752744199611,180.556133654163,47.4589734005192,"0-12",0.219114263822614,0.369989794507296
"chr15-76950480-76950979",0.373047421627358,2.68062434431972,4.59509650577665,567.545957716912,179.408940823647,"0-12",0.312503786207099,0.444185663269769
"chr10-83762511-83762762",0.179799479403342,5.56175136501208,9.54211837936891,113.922280915062,38.560604701181,"0-12",0.130164789923473,0.232968058503307
"chr10-80174864-80175119",0.140815337833786,7.1014991362686,5.3335135162985,122.890474007556,21.7139827481052,"0-12",0.0875004664032726,0.197647177655897
"chr17-14944679-14944990",2.07976349402486,0.48082390275288,2.57761163291959,79.2965478075996,20.3741211109702,"0-12",0.307115298538402,NA
"chr15-81981313-81981563",0.209644944880721,4.76996953381803,5.96607428179703,234.420665558454,94.9392232930713,"0-12",0.1673252022765,0.253492872630409
"chr17-56888588-56888905",0.133634441447734,7.48310083213924,8.4485484097572,342.202301573124,72.2723459655376,"0-12",0.0952560698017034,0.172560768096346
"chr14-54690492-54690742",0.374883406432539,2.66749603434355,2.9296084073009,129.315745431201,90.65880233619,"0-12",0.297518861473817,0.476250048055835
"chr19-8890509-8890759",0.211651126992317,4.72475632050993,5.09280208296417,667.495130688411,122.289115820196,"0-12",0.171234758979078,0.253209254601133
"chr16-8857950-8858200",0.311655090825461,3.20867532550604,4.35518431487221,375.000120671706,106.751490624331,"0-12",0.254609625359878,0.376575541020245
"chr3-122925493-122925748",0.199446867078854,5.01386667359702,7.25849028965226,621.515062583004,318.659764453271,"0-12",0.16615989119885,0.232555713997754
"chrX-153741045-153741296",0.0725129663097348,13.7906370528073,7.78529362359506,350.984366770594,88.8806086270628,"0-12",0.0384093319945487,0.106686512295261
"chr7-27581371-27581621",5,0.2,5.29517469704184,90.6236280009661,30.802806330143,"0-12",0.342125454211708,NA
"chr7-27581846-27582098",0.210472586059214,4.75121258651073,4.07017400082477,147.529241446468,48.8031252369572,"0-12",0.159421409386071,0.265962764256483
"chr11-59210484-59210738",0.222618465552405,4.49199035452249,4.07398385802951,183.784937703547,74.0876277099672,"0-12",0.17581466473411,0.272370148597089
"chr1-105754872-105755131",0.372444882475451,2.68496104270116,2.02946446655692,75.1498420635579,21.7310942678406,"0-12",0.242390896954087,0.612954099900284
"chr8-85030030-85030286",0.270873620105265,3.69175853895034,6.6777975398658,1135.07270809709,419.228415423904,"0-12",0.234456497247077,0.307718234469821
"chr17-46773138-46773407",0.181872341747912,5.4983621500078,6.56873648301535,152.321941842392,43.3448212066953,"0-12",0.13377610587871,0.233018525092
"chr7-44252068-44252319",0.317404754698954,3.1505514180103,3.41126043416204,1064.32085922231,367.016307060058,"0-12",0.276470307511334,0.359830127871246
"chr11-97622643-97622893",0.108427750978508,9.22273118252003,6.54008715725948,134.588151116653,29.6165697218924,"0-12",0.0640420515744237,0.154000062446849
"chr3-145944025-145944276",0.222052048505158,4.50344865869035,4.74297562009456,230.139602399957,84.0522635511507,"0-12",0.176900960600055,0.269619606473513
"chr11-62604556-62604806",0.223157678386684,4.48113641990492,5.74251606143271,696.377466484985,219.899494647842,"0-12",0.186754216247488,0.259845756726577
"chr5-118261267-118261517",0.233612041191616,4.28060126909197,3.85422248298573,66.5207602187522,28.9056144208467,"0-12",0.16843357012839,0.310681405313999
"chr4-147947064-147947315",0.239316665429079,4.17856398845884,5.0692730446492,848.924486635021,415.964920306225,"0-12",0.204223804215721,0.274635341403782
"chr7-41628282-41628532",0.302620664090646,3.30446700659034,6.77527120369357,85.0063007133526,48.8779887763516,"0-12",0.230825884206574,0.392805099130237
"chr11-78290367-78290625",0.19137928795055,5.22522583665578,6.289193620105,1596.74734289854,432.702227750886,"0-12",0.158719327011642,0.223999616216174
"chr1-157419986-157420236",0.12176254664585,8.2127060212409,8.11702216463363,402.055199408427,106.803660035449,"0-12",0.0867736920507493,0.156744179267243
"chr3-88712604-88712933",0.318148382705642,3.14318743818736,6.36035919780004,771.805649497937,357.088249402778,"0-12",0.276713068855533,0.361152176414407
"chr6-149335406-149335663",0.288426489918074,3.46708792345684,4.29840471837802,301.724735925082,139.210663704885,"0-12",0.24004353395811,0.340636614267207
"chr13-119485860-119486118",0.23978080487425,4.17047561636319,6.90328946053975,199.589502132099,72.3256878923959,"0-12",0.18977718913675,0.293855408545561
"chr12-113164295-113164545",2.52754244741135,0.395641228903663,3.63777000169178,40.0657736979802,18.5909583814582,"0-12",0.301159932108371,NA
"chr9-58469373-58469623",1.99153959019775,0.502124087777089,4.91711697963695,126.738335872528,30.8821548080496,"0-12",0.343414399249807,NA
"chr3-37052783-37053033",0.228353170045602,4.37918159752413,4.44647199224138,94.294885254213,60.4207602122327,"0-12",0.178274777776508,0.282966266231382
"chr3-90062188-90062438",0.38301532989495,2.61086155552643,3.66277960445895,174.776394832592,50.4660156988146,"0-12",0.282531396479268,0.535227373105037
"chr5-48388586-48388844",0.3116920636423,3.20829471342461,3.1875457162287,179.419500994564,74.4609497075365,"0-12",0.247451621564908,0.388167554853097
"chr4-156127011-156127264",0.440346119688399,2.27094086966777,3.39401690349461,305.685814621673,50.176981015699,"0-12",0.311366719986072,0.680536952054289
"chr11-52408473-52408725",0.399063547358156,2.50586656340853,3.45011611508416,94.0068954549238,31.5237830031811,"0-12",0.269949170553452,0.639286315944683
"chr4-153961674-153961924",0.271513104427123,3.68306348273666,4.44605568863298,531.229002099774,226.150405159487,"0-12",0.231037758078003,0.313283902315742
"chrX-159592706-159593081",0.308581426865122,3.24063573805785,3.43704330579355,187.780082075148,101.313179985263,"0-12",0.251951019608173,0.373138064983144
"chr11-83294387-83294637",0.255307453053118,3.91684609298086,5.0616024191203,298.159464833075,97.8749411132419,"0-12",0.207730457193887,0.306353167018816
"chr5-125517153-125517412",0.243660595544915,4.10406942396094,4.27632615119447,119.111034495004,52.8532768568617,"0-12",0.188322784304956,0.305812947266266
"chr9-63641639-63641897",0.30841764805012,3.24235661066157,6.10539035727472,274.140131802549,103.39499921206,"0-12",0.251909800985514,0.372873445192366
"chr6-87002971-87003227",0.269479660321851,3.7108552044546,4.2597297407019,150.89571680678,69.8838630749867,"0-12",0.213697860243059,0.332096994181613
"chr2-156567903-156568156",0.207332747324822,4.8231647576315,6.48878961084187,180.500938963591,59.8637824171496,"0-12",0.159768694277895,0.258041418175168
"chr15-52045470-52045722",2.54470057721984,0.392973542330285,3.73570831001906,65.1770161647596,26.9082839594035,"0-12",0.329228684028442,NA
"chr8-111055315-111055569",0.166043147461052,6.02253098240363,6.0761534330372,747.684739778375,140.604524561123,"0-12",0.129204162930876,0.203557877006286
"chr16-14474601-14474878",0.311348587888021,3.21183406285324,3.93286848484031,45.652429181595,32.4856888818683,"0-12",0.224834715213784,0.430798397828192
"chr6-58692198-58692451",0.19237385140342,5.19821167328472,5.56374081582332,82.7786628825567,38.6821508851938,"0-12",0.141277267039252,0.24785771999658
"chr5-135011919-135012175",0.233219566544196,4.28780489912494,5.16943132731796,255.81242816541,50.1800229066644,"0-12",0.178332560461542,0.294079192869455
"chr8-9988797-9989050",0.310169231775377,3.22404641581017,4.05213145915062,103.213747482788,41.2819602875456,"0-12",0.231540433311487,0.412262972133467
"chr17-35102735-35102987",2.36116316787456,0.423520074176054,6.35321210504373,50.3109811406252,20.9470585397773,"0-12",0.311529198366116,NA
"chr19-21685384-21685640",0.433779336087003,2.30531958719082,4.14326173661775,104.810975138512,46.3730148152581,"0-12",0.304971650378032,0.673918852736067
"chr7-79365255-79365505",0.187221614916494,5.34126361662902,5.10840270731101,168.549543226774,40.6907055070525,"0-12",0.136635153767604,0.241389925149296
"chr14-54268914-54269169",0.23143071782712,4.32094757942637,5.7117070380516,253.001089091218,96.542512505358,"0-12",0.18676395880272,0.27848761201112
"chr14-8055778-8056028",0.247151700243382,4.04609799979225,5.06659647357622,81.5045307222083,14.8246808041195,"0-12",0.157517542922366,0.368214382983254
"chr2-31803284-31803538",0.198082757983945,5.04839497479659,5.80051784566784,76.2819425316359,25.0647130596859,"0-12",0.137511458640667,0.267104119477359
"chr1-156649316-156649619",0.412111515350496,2.4265276818327,6.17911880574836,205.281678567363,71.960142664456,"0-12",0.312040192845855,0.564159191430373
"chr9-119350045-119350299",0.146287657637682,6.83584668828829,7.15444824650377,272.84818508156,59.8249677366836,"0-12",0.105786254620641,0.187590063069405
"chr11-84401395-84401651",0.230162522952686,4.34475598881738,5.18069948896614,184.476779606123,39.7505664798485,"0-12",0.171722100569834,0.296147799899166
"chr7-131445950-131446211",0.136514770642147,7.32521466575475,8.48579757133271,96.2430493891397,55.1906206855597,"0-12",0.0969094214939822,0.176762538249317
"chr1-180753953-180754207",0.417273588937331,2.39650921244907,2.54642280447564,68.5988249810779,38.2523034347095,"0-12",0.288501731346484,0.657399309822143
"chr1-155572037-155572287",0.0855002522692896,11.6958719238678,6.184498395409,98.3625843011565,15.8931019838098,"0-12",0.0348518220337228,0.137849849996419
"chr4-86932240-86932620",5,0.2,1.66820822763461,106.174135640956,13.2705646290813,"0-12",0.270773701987099,NA
"chr4-40198081-40198334",0.201555390175642,4.96141531679488,5.68919281881174,192.461278402977,71.7829151479113,"0-12",0.156689970341957,0.248424578447798
"chr15-81914787-81915137",0.067787787183046,14.7519198008296,10.6475808068622,1473.11735765216,375.504537643949,"0-12",0.0368511517909718,0.0988448995771539
"chr4-152271597-152271855",0.0898539379729357,11.129172772608,8.48525131018452,305.271165233684,58.4128581012392,"0-12",0.0527530201350572,0.127221818209077
"chrX-155297403-155297654",0.0977824742824739,10.2267815100608,12.4107420684782,518.800904438113,191.082081379216,"0-12",0.0657717389213419,0.129607554904629
"chr3-97176267-97176576",0.151178226023436,6.61470918335145,6.94063008300799,373.768483734823,98.765712492758,"0-12",0.113871862062426,0.188939635779428
"chr1-78706727-78706977",0.287717079567715,3.47563655762968,4.88148316597939,396.120871612733,233.99540385143,"0-12",0.246081461148281,0.331026380888477
"chr3-32726719-32726971",0.202367637927196,4.94150156735911,5.74104369439048,2508.85848616984,957.767528027312,"0-12",0.170751709448821,0.233916126527768
"chr12-70961814-70962284",0.151716532595698,6.59123948386594,6.04435106452353,779.970312557218,214.554756253484,"0-12",0.118083164791547,0.185417339882229
"chr5-25850218-25850691",0.307036412075551,3.25694269692656,4.23886270748332,298.868867718365,71.1304400740866,"0-12",0.242721431982636,0.383560005700494
"chr2-158638947-158639211",0.180715200739605,5.53356881937627,4.90804884879323,161.198032650437,41.6127472448037,"0-12",0.131127263696888,0.233431336225239
"chr14-29992896-29993221",0.292025556836629,3.4243578227622,4.07832990481049,232.372268592264,67.9305702200837,"0-12",0.230643333519939,0.363783553785319
"chr15-101213428-101213681",0.334525460682726,2.98930908863893,3.94484804555635,55.9253912869642,13.9808962445565,"0-12",0.203351634119173,0.575353908856765
"chr9-70779978-70780229",0.130800075211558,7.64525554272493,6.10423142868433,36.3277774910947,23.0634872314114,"0-12",0.0817792105959382,0.181968974290229
"chr3-89753195-89753455",0.175599325013378,5.6947827101489,7.74227102885903,145.427395532387,25.1602757086293,"0-12",0.119161926945351,0.23764907580981
"chr5-34632043-34632308",0.258997518282466,3.86104085719226,4.66212272149452,144.779849964584,39.3881968421416,"0-12",0.193686332268047,0.336203450295658
"chr15-74589214-74589464",0.350452440936315,2.85345422998986,3.71955420037144,192.175329263762,121.137374798619,"0-12",0.28723892335511,0.426173461652346
"chr8-83941696-83941954",4.58877225302196,0.217923214502844,4.88498202261512,157.380935568579,32.6552001436086,"0-12",0.346165924015512,NA
"chr3-138455070-138455499",0.0994817435814945,10.0520956308009,8.20765148655135,690.030307837737,186.853601413145,"0-12",0.0671549405184383,0.131662830292007
"chr1-134432083-134432349",0.286624645366462,3.48888351426116,4.77546667681081,150.966545046884,85.952967235604,"0-12",0.231724728751735,0.348465060728694
"chr14-21448310-21448569",0.128603844177245,7.77581732799352,7.88083178442459,138.838089460486,58.4406028494454,"0-12",0.08785829584708,0.170259844644551
"chr9-59315946-59316200",0.222164902427853,4.50116102530976,4.39300407389861,149.644230478857,54.6962148281606,"0-12",0.170447533620661,0.278311567994939
"chr2-180176033-180176288",0.288530153733161,3.46584225967877,5.99006648325859,277.601622808388,49.0935448560112,"0-12",0.220468155423277,0.371206791674973
"chr15-80969053-80969306",0.364064715925321,2.74676439725383,4.47884865963177,176.272960098189,39.9203809227451,"0-12",0.263215605427636,0.516452878809431
"chr6-140652459-140652821",0.253788483382554,3.94028912057695,6.09598194489284,205.200811280912,109.475017014779,"0-12",0.207638483508603,0.302910218011117
"chr7-78908125-78908382",0.37254364821951,2.68424922765232,3.86323297621097,1119.42116045348,246.905689661201,"0-12",0.318064465506709,0.434124410730779
"chr10-81565915-81566371",0.102393074669193,9.7662854956818,7.77368066745696,948.830482727112,192.040060519556,"0-12",0.0698894325215123,0.134781225847695
"chr17-13905434-13905798",0.255934534196917,3.90724918439727,5.48811104100979,256.695204318125,121.736012400068,"0-12",0.210897661317564,0.303398794599732
"chr11-53420803-53421238",0.403832631556554,2.4762733911461,4.296371423424,425.022630924181,195.169619405107,"0-12",0.337035925802756,0.485642097740049
"chr8-123503665-123503916",0.21267924958725,4.70191615750344,5.76630014987293,271.879204086305,93.93952842765,"0-12",0.170410377833236,0.256535852171486
"chr1-89895027-89895282",0.212707648675091,4.70128839385317,5.15785943674338,66.6684178881926,28.9930675105539,"0-12",0.152073300180836,0.281823318341215
"chr5-24482934-24483184",0.146060230669126,6.84649062526352,7.20274742257598,219.271476327986,54.8123812596707,"0-12",0.104868860274347,0.188201406887604
"chr5-24501790-24502047",0.255472372662181,3.91431758189497,4.03205036100888,468.61415920956,75.1411712285385,"0-12",0.203515060591782,0.312405017770698
"chr1-82895417-82895675",0.26566670522716,3.7641148865265,5.32430057544863,316.114322680216,127.781491357356,"0-12",0.219293069468318,0.314855440352649
"chr1-82900745-82901001",0.314520192609908,3.17944610074774,5.53006010705944,106.410179748615,67.3752625091625,"0-12",0.247527111816558,0.39643139328184
"chr6-40396512-40396762",2.18056507553527,0.45859672394988,2.83163825170253,40.6258716555952,21.4748533802419,"0-12",0.315401509523962,NA
"chr17-34613165-34613449",0.204727746803357,4.88453575841144,5.18317093298298,637.141377793804,260.147699148328,"0-12",0.169350862643984,0.240361681583212
"chr8-18881719-18882055",0.237940713599842,4.20272758230756,4.65311881365781,254.79123852385,57.07756632984,"0-12",0.184946975063249,0.296369574324038
"chr8-18883167-18883417",0.328375176375056,3.04529718427267,5.99517411665399,89.5557844406838,39.9486681912514,"0-12",0.2416994875131,0.447909562936737
"chr2-75929397-75929647",0.200426011896707,4.98937234013002,5.18844177560564,143.635496036916,52.7129772897979,"0-12",0.152088762631981,0.251884334208325
"chr19-9018945-9019196",0.264613428393254,3.77909770517713,4.01584903518586,177.310417044746,74.7657370236331,"0-12",0.211023314730652,0.324370470129897
"chr12-87273702-87273997",0.19830086671992,5.0428423059411,6.11209291641339,6931.13051292747,2746.45214290373,"0-12",0.167145795794054,0.229526366990462
"chr1-43115696-43115947",5,0.2,2.75005368818321,59.8231127549336,28.593494207276,"0-12",0.336592455652059,NA
"chr19-5427045-5427316",0.277339653216772,3.6056870642237,3.5230047068605,138.889516054918,27.7026111765601,"0-12",0.197524674736392,0.380152021777677
"chr1-183323358-183323613",0.130640773361356,7.65457807903486,5.91742336402185,139.18938385173,44.5642321354336,"0-12",0.0886888727501021,0.173594916054364
"chr4-134092252-134092504",0.290092160107269,3.44718037064574,5.39889673605563,144.153741387658,49.9260177497309,"0-12",0.222368595810434,0.372503817785056
"chr2-32634808-32635058",0.119602454317161,8.36103243624255,7.23166031671916,380.070925455838,120.844167450554,"0-12",0.0854803653152476,0.15351562962294
"chr4-129011279-129011531",0.164303853465799,6.08628452045501,6.42594473111945,782.565601569677,238.540996218148,"0-12",0.130921223858366,0.19766121308779
"chr13-100666108-100666415",0.198327270539054,5.04217093938718,7.89488544747769,209.753214821157,68.1632608989948,"0-12",0.153726315629027,0.245028542292651
"chr10-4359221-4359472",0.221173306009903,4.52134128679717,7.09057751191068,2543.78375922915,1187.55432598867,"0-12",0.189181587932564,0.253194828138564
"chr4-57896734-57896984",0.221567462625379,4.51329806349218,5.41587379786215,112.083136783083,47.0209804316855,"0-12",0.168544344040608,0.27999910113765
"chr4-34566658-34566909",0.303441579729599,3.29552726719625,4.53870897449348,455.678179043269,329.441228553439,"0-12",0.262943746195225,0.345203420047947
"chr4-139318164-139318425",0.160436304245816,6.2330032139598,6.70685873493768,215.812928819597,57.2896096778051,"0-12",0.117904111576303,0.204316955316835
"chr7-27639195-27639453",0.268812939471394,3.72005901935542,4.85115129273468,533.804782501736,323.704138492738,"0-12",0.231590734620018,0.306570386985674
"chr4-139649441-139649691",0.165200501562048,6.05325038692095,8.52649367602043,121.179441410201,54.3219530180398,"0-12",0.12202617048031,0.209883602100823
"chr16-5244653-5244907",0.329994387216972,3.030354571887,4.22341466903217,519.61090178485,145.801568310099,"0-12",0.274706304782677,0.392273019750856
"chr15-90233219-90233469",2.51852464404136,0.397057857808113,2.65398785419322,30.2669559379892,30.9594292184048,"0-12",0.343953240373378,NA
"chr8-22071267-22071627",0.376107266649167,2.65881595138868,4.71958121509374,109.212327588649,45.9746923890873,"0-12",0.275509962290567,0.528376741774465
"chr3-54749186-54749436",0.313157259640245,3.19328378703019,3.72765515699262,206.565949321058,76.1001233713905,"0-12",0.249261692000547,0.38935012928728
"chr4-99763207-99763460",4.0028501316794,0.249821993605454,4.15704337060189,71.7056962634863,29.684815590437,"0-12",0.338464705797755,NA
"chr7-97391908-97392158",0.410296105460336,2.43726417748479,4.87165738249418,137.125907366111,68.3862003866235,"0-12",0.30983074953515,0.562514382060474
"chr5-136141342-136141614",0.289283919556279,3.45681156952609,2.04674013277413,75.1611736414141,16.4939748343149,"0-12",0.186979905405909,0.44228108280802
"chr11-60555649-60555905",0.238353750480031,4.19544478736356,5.30528970328025,270.806274048885,129.385339557617,"0-12",0.195797391906919,0.282585424274534
"chr11-60558262-60558513",0.37905076811467,2.63816903728706,6.20495299663897,98.7107147845249,23.7310843994863,"0-12",0.249135827867634,0.619518718417692
"chr18-31783518-31783768",0.356477455039659,2.80522649009808,3.33979254993578,101.85036314242,74.0956777682418,"0-12",0.279116210379205,0.457830942250211
"chr9-102733161-102733417",0.403731594657929,2.47689309737395,4.09652845793804,178.088565798393,64.3994532252265,"0-12",0.303489283720198,0.55584889589814
"chr13-19150664-19150920",0.169808300780113,5.88899362048805,8.4243953748597,119.00055874792,36.077539419808,"0-12",0.120086248714926,0.222572302321788
"chr9-108302046-108302303",0.215067473017407,4.64970358357752,6.08498241652033,640.323219958364,241.891116109723,"0-12",0.178926353797022,0.251547727252544
"chr11-120605425-120605774",0.137007489074428,7.29887108183377,7.39109521770893,1797.39044971104,577.466286004349,"0-12",0.106080682811923,0.167780725080335
"chr7-101899284-101899545",0.135365567993159,7.38740297717759,7.9296990935574,236.974009046038,62.1179744417121,"0-12",0.0958857267002811,0.175437179427973
"chr2-25285353-25285612",0.317215490466564,3.15243117077665,5.27331704359077,170.816238290336,45.8507926466803,"0-12",0.238814510725306,0.419198768449188
"chr5-52866484-52866741",0.174850939568863,5.71915714302558,9.98911457310375,520.367751913063,121.389353763937,"0-12",0.137220062985975,0.213072218762253
"chr5-122444196-122444451",0.365034350205263,2.73946821562872,3.75637522288604,274.835784693855,40.7492748624638,"0-12",0.264106016258267,0.517456557192565
"chr15-27594655-27594907",0.245630199521792,4.0711606388256,4.70205926382823,87.5411359858234,38.4624427874759,"0-12",0.183754784072808,0.317721007422125
"chr5-110256401-110256651",0.211562994250578,4.72672455569232,13.5636107039658,47.1628362279819,15.255966182739,"0-12",0.135317455663429,0.304466217010354
"chr12-36197035-36197292",0.237140619089285,4.21690726725941,7.10669640382535,200.542451558293,39.4136941889087,"0-12",0.176606222538207,0.306313660081765
"chr13-98273662-98273918",0.18856660968901,5.30316582373322,7.20045822082322,157.617372235516,45.2926463384614,"0-12",0.140007159720707,0.240210719816665
"chr5-114805569-114805820",0.157060614681406,6.36696858743661,5.59385587598863,224.145904469127,49.1781511316444,"0-12",0.113439454342496,0.202204009584543
