"","d","tau","tau_all","mu1","mu2","points","d.min","d.max"
"chr18-38262373-38262629",0.0891791392430276,11.2133847499339,11.4024817805717,170.064391378165,50.9783958436973,"0-3",NA,0.206535305297435
"chr7-116104957-116105210",0.0788992967042107,12.6743842058434,5.26270676676755,178.543506210368,73.4824398475846,"0-3",NA,0.185701179009408
"chr2-156873310-156873562",0.116948414828926,8.55077857586024,6.13129419483251,1089.96599486187,376.610837905841,"0-3",0.0204520311186346,0.212761366539016
"chrX-70389160-70389418",0.129842173396736,7.70165789619431,8.77752744199611,190.512005310219,48.2421251735272,"0-3",0.00754049317782628,0.252247530655006
"chr15-76950480-76950979",0.289715630450736,3.45166050738861,4.59509650577665,583.554353485324,181.152075461117,"0-3",0.184801417971909,0.394010763223005
"chr10-83762511-83762762",0.109103516657419,9.16560740328806,9.54211837936891,120.8909925142,39.5384562075791,"0-3",NA,0.233430503275067
"chr10-80174864-80175119",0.0150353730383414,66.5098230319875,5.3335135162985,106.854078696002,21.2279697488103,"0-3",NA,0.157834898241309
"chr17-14944679-14944990",0.326049940146791,3.0670148246302,2.57761163291959,81.1473310154769,20.6392056142557,"0-3",0.155546800939418,0.502553014795779
"chr15-81981313-81981563",1e-04,10000,5.96607428179703,236.061104180896,102.660250321735,"0-3",NA,0.0715091533114208
"chr17-56888588-56888905",1e-04,10000,8.4485484097572,302.544276489467,73.8482267857306,"0-3",NA,0.082791430638796
"chr14-54690492-54690742",0.414525618163323,2.41239613713332,2.9296084073009,142.138324703174,97.3164325602766,"0-3",0.29961872941821,0.530016606363848
"chr19-8890509-8890759",0.120762366264516,8.28072545224574,5.09280208296417,643.176234102324,121.230088901863,"0-3",0.0137582537182384,0.227601878914896
"chr16-8857950-8858200",0.493825325346796,2.02500752527776,4.35518431487221,351.456539952672,104.30946390723,"0-3",0.371286935352353,0.617580737244736
"chr3-122925493-122925748",0.134692505635998,7.42431804411202,7.25849028965226,573.022257894662,303.414134123582,"0-3",0.039610903932611,0.229177131766989
"chrX-153741045-153741296",0.00586973960110012,170.365308848212,7.78529362359506,333.897296889784,87.5884873087341,"0-3",NA,0.112204901357435
"chr7-27581371-27581621",0.345484028734748,2.89448980800143,5.29517469704184,84.2871582640447,29.7863018342634,"0-3",0.193723235575837,0.501819110989697
"chr7-27581846-27582098",0.266719689314018,3.74925451724963,4.07017400082477,166.564540542109,51.3707520408543,"0-3",0.1396781062017,0.394690709377253
"chr11-59210484-59210738",0.240299351568715,4.16147606504899,4.07398385802951,199.660765808788,76.9670949245765,"0-3",0.125358688651845,0.355465766141401
"chr1-105754872-105755131",0.341107662596512,2.93162572892089,2.02946446655692,69.7773891475651,21.354311630198,"0-3",0.172691864593013,0.515786551427563
"chr8-85030030-85030286",0.0438942529992518,22.7820257020217,6.6777975398658,1142.84249752776,420.535506167431,"0-3",NA,0.137904955884936
"chr17-46773138-46773407",0.0663576347776134,15.0698559909697,6.56873648301535,167.898656611625,45.1880265895549,"0-3",NA,0.186049750645741
"chr7-44252068-44252319",0.359182650919041,2.78409883506706,3.41126043416204,1169.77759463124,379.267054205161,"0-3",0.258424944933213,0.459770682847053
"chr11-97622643-97622893",0.0904526719745643,11.0555053617565,6.54008715725948,145.154405230549,30.3096275581089,"0-3",NA,0.225279272746855
"chr3-145944025-145944276",0.169411394208706,5.90279068695964,4.74297562009456,229.805515381257,84.2227506891569,"0-3",0.0594142020348655,0.27934792626584
"chr11-62604556-62604806",0.109099842288726,9.16591609136847,5.74251606143271,923.873032051435,242.267811156612,"0-3",0.00932087002556967,0.208953043751269
"chr5-118261267-118261517",0.250377386106016,3.99397092346261,3.85422248298573,68.9310403278757,29.6416572298026,"0-3",0.109750301150969,0.393017246917291
"chr4-147947064-147947315",0.150308166265271,6.65299846872691,5.0692730446492,829.918316645135,412.649498016402,"0-3",0.05557407715882,0.24490439585756
"chr7-41628282-41628532",0.29354020750071,3.40668833245811,6.77527120369357,88.1769197497395,49.9343457728157,"0-3",0.168806320253108,0.420079268138965
"chr11-78290367-78290625",0.144353383833142,6.92744411974366,6.289193620105,1414.06869919497,416.306971266599,"0-3",0.0470601713382247,0.240961614825228
"chr1-157419986-157420236",0.105221030691779,9.50380350226063,8.11702216463363,357.7108562309,101.488686021411,"0-3",NA,0.212919098024555
"chr3-88712604-88712933",0.326234616680665,3.06527863344083,6.36035919780004,753.278430935428,353.337186344243,"0-3",0.227449531372424,0.424605947235765
"chr6-149335406-149335663",0.32681958482408,3.05979214966043,4.29840471837802,288.412917229877,135.851323089046,"0-3",0.219229728628837,0.434248913496982
"chr13-119485860-119486118",0.163881256189711,6.10197909907638,6.90328946053975,220.809717055306,75.1205807982058,"0-3",0.0499398222460323,0.277958125257325
